+------+--------------------------------+-----------------+--------+
|  #   | User Name                      | Uploaded Videos |   %    |
| 2708 | staticpeti                     | 1               | 0.004  |
| 2709 | staticsaurus                   | 1               | 0.004  |
| 2710 | stefan_kohlert                 | 1               | 0.004  |
| 2711 | stevenliaw                     | 1               | 0.004  |
| 2712 | straightdangling               | 1               | 0.004  |
| 2713 | stugritter                     | 1               | 0.004  |
| 2714 | stuntmanextraordinare          | 1               | 0.004  |
| 2715 | summitorplummet707             | 1               | 0.004  |
| 2716 | summitspeak                    | 1               | 0.004  |
| 2717 | sunny.sends                    | 1               | 0.004  |
| 2718 | surgeonclimber                 | 1               | 0.004  |
| 2719 | sven_ymelehtrab                | 1               | 0.004  |
| 2720 | szymon_starzyk_                | 1               | 0.004  |
| 2721 | taeheony05                     | 1               | 0.004  |
| 2722 | tahliaclimbs                   | 1               | 0.004  |
| 2723 | taka.climbs                    | 1               | 0.004  |
| 2724 | tanssi_kanssani                | 1               | 0.004  |
| 2725 | taranttw                       | 1               | 0.004  |
| 2726 | telephone_pole_190             | 1               | 0.004  |
| 2727 | teoforrest                     | 1               | 0.004  |
| 2728 | th3zanetrain                   | 1               | 0.004  |
| 2729 | thatchit                       | 1               | 0.004  |
| 2730 | thatdudewhoclimbs              | 1               | 0.004  |
| 2731 | thatroutesetter                | 1               | 0.004  |
| 2732 | the__visma                     | 1               | 0.004  |
| 2733 | thebelowaverageclimber         | 1               | 0.004  |
| 2734 | thebluejtsang                  | 1               | 0.004  |
| 2735 | theclimbingdiaries             | 1               | 0.004  |
| 2736 | theclimbingnomads              | 1               | 0.004  |
| 2737 | thecrimsonclimber              | 1               | 0.004  |
| 2738 | theemshea                      | 1               | 0.004  |
| 2739 | thefrenchmoonboarder           | 1               | 0.004  |
| 2740 | thefreniguess                  | 1               | 0.004  |
| 2741 | thegeorgecameron               | 1               | 0.004  |
| 2742 | thekevinwang                   | 1               | 0.004  |
| 2743 | theoakengym                    | 1               | 0.004  |
| 2744 | thepadclimbing                 | 1               | 0.004  |
| 2745 | thewhitalee                    | 1               | 0.004  |
| 2746 | thomas_lttw                    | 1               | 0.004  |
| 2747 | thomastanyy                    | 1               | 0.004  |
| 2748 | threecheesesticks              | 1               | 0.004  |
| 2749 | tibor.voorham                  | 1               | 0.004  |
| 2750 | ticlimbs                       | 1               | 0.004  |
| 2751 | tiffanywinnn                   | 1               | 0.004  |
| 2752 | tillyonrocks                   | 1               | 0.004  |
| 2753 | tim_k_au                       | 1               | 0.004  |
| 2754 | timbosl1ce                     | 1               | 0.004  |
| 2755 | timkwanact                     | 1               | 0.004  |
| 2756 | timr_flips                     | 1               | 0.004  |
| 2757 | ting.monthlyclimb              | 1               | 0.004  |
| 2758 | tinyterminator82               | 1               | 0.004  |
| 2759 | tlei_climb                     | 1               | 0.004  |
| 2760 | tobyrannosaurusrex             | 1               | 0.004  |
| 2761 | tobysegar                      | 1               | 0.004  |
| 2762 | today_smeal                    | 1               | 0.004  |
| 2763 | tomasz_klosek                  | 1               | 0.004  |
| 2764 | tommaso_meccia_pt              | 1               | 0.004  |
| 2765 | tommyclimbs21                  | 1               | 0.004  |
| 2766 | tommyvclimbing                 | 1               | 0.004  |
| 2767 | tompeckitt                     | 1               | 0.004  |
| 2768 | tomtrieshard                   | 1               | 0.004  |
| 2769 | too.goode                      | 1               | 0.004  |
| 2770 | toomuchchalk                   | 1               | 0.004  |
| 2771 | tortesla                       | 1               | 0.004  |
| 2772 | totidiazgom                    | 1               | 0.004  |
| 2773 | training.withrafi              | 1               | 0.004  |
| 2774 | tranemalmin                    | 1               | 0.004  |
| 2775 | trang_buibeo                   | 1               | 0.004  |
| 2776 | trevor.sends                   | 1               | 0.004  |
| 2777 | trevor_bolton                  | 1               | 0.004  |
| 2778 | trezzy.climbs                  | 1               | 0.004  |
| 2779 | tristynbutler                  | 1               | 0.004  |
| 2780 | tryhardmushroom                | 1               | 0.004  |
| 2781 | tsamclimbs                     | 1               | 0.004  |
| 2782 | tsudaka_tokito                 | 1               | 0.004  |
| 2783 | twogirlsonecrux                | 1               | 0.004  |
| 2784 | tylerennis                     | 1               | 0.004  |
| 2785 | up_the_crux                    | 1               | 0.004  |
| 2786 | upperwalker                    | 1               | 0.004  |
| 2787 | uppies.uppies                  | 1               | 0.004  |
| 2788 | vanilla_gg                     | 1               | 0.004  |
| 2789 | velizoutdoors                  | 1               | 0.004  |
| 2790 | vercjames                      | 1               | 0.004  |
| 2791 | verticalsouthtv                | 1               | 0.004  |
| 2792 | vezixig85                      | 1               | 0.004  |
| 2793 | vincegaovg                     | 1               | 0.004  |
| 2794 | vinhisclimbing                 | 1               | 0.004  |
| 2795 | vitabeta_hkclimbing            | 1               | 0.004  |
| 2796 | vivianclimbvv                  | 1               | 0.004  |
| 2797 | vivianephampht                 | 1               | 0.004  |
| 2798 | vl.1176                        | 1               | 0.004  |
| 2799 | w00llyyyy                      | 1               | 0.004  |
| 2800 | w_m__06_                       | 1               | 0.004  |
| 2801 | wa__climb                      | 1               | 0.004  |
| 2802 | wafebtv                        | 1               | 0.004  |
| 2803 | waiyi.hawaii                   | 1               | 0.004  |
| 2804 | wake_walking                   | 1               | 0.004  |
| 2805 | wakuwakuboy2                   | 1               | 0.004  |
| 2806 | wander.stef                    | 1               | 0.004  |
| 2807 | wannagrabapint                 | 1               | 0.004  |
| 2808 | watym                          | 1               | 0.004  |
| 2809 | weirdoclimbing                 | 1               | 0.004  |
| 2810 | whaggab                        | 1               | 0.004  |
| 2811 | whosebenny                     | 1               | 0.004  |
| 2812 | wildcodkilter                  | 1               | 0.004  |
| 2813 | will.hosking                   | 1               | 0.004  |
| 2814 | will1ambader                   | 1               | 0.004  |
| 2815 | will_board_account             | 1               | 0.004  |
| 2816 | willie_climbphotography        | 1               | 0.004  |
| 2817 | windowheel                     | 1               | 0.004  |
| 2818 | wingate.hoppe                  | 1               | 0.004  |
| 2819 | winters_365                    | 1               | 0.004  |
| 2820 | wokstarclimber                 | 1               | 0.004  |
| 2821 | won_day                        | 1               | 0.004  |
| 2822 | wonseok_lee0617                | 1               | 0.004  |
| 2823 | wowowoclimbing                 | 1               | 0.004  |
| 2824 | wstt_yyl                       | 1               | 0.004  |
| 2825 | wwzzz_11                       | 1               | 0.004  |
| 2826 | xan.climbs                     | 1               | 0.004  |
| 2827 | xav_onthewall                  | 1               | 0.004  |
| 2828 | xelsiusonboard                 | 1               | 0.004  |
| 2829 | yama_zda                       | 1               | 0.004  |
| 2830 | yan.climbs                     | 1               | 0.004  |
| 2831 | yea.climbs                     | 1               | 0.004  |
| 2832 | yeahapril                      | 1               | 0.004  |
| 2833 | yel_mming                      | 1               | 0.004  |
